time,v_ref_mps,v_1_mps,v_2_mps,w_ref_radps,w_1_radps,w_2_radps,theta_ref_deg,theta_meas_deg
0.0,0.0,0.05,0.054000000000000006,0.08274565786517508,0.04074565786517508,0.03654565786517508,0.0,1.6
0.026688907422852376,0.0030313908571831818,0.05512018721724338,0.05474346619498655,0.08431483075405166,0.04333199199206184,0.03840019936911823,0.08540397166439964,1.7045550058989032
0.05337781484570475,0.006076076586063046,0.056679335751080084,0.06017023824716845,0.08588109687957,0.043620362266040866,0.04180149044052793,0.17080475082234436,1.7857132381964846
0.08006672226855713,0.009134053706322014,0.06020002535685941,0.0641305532537758,0.08744440224452772,0.0471075297138206,0.041434107781936125,0.2561991450969421,1.8010607530080158
0.1067556296914095,0.012205316417936927,0.06269401285769063,0.06575329225433019,0.0890046929537949,0.048535990352312326,0.04257958508269593,0.3415839623704216,1.9869396089735347
0.13344453711426188,0.015289856601938169,0.06353393198973956,0.0716542619476766,0.09056191521617231,0.05060867908055266,0.04368186452455451,0.4269560109136789,1.9948357643782313
0.16013344453711426,0.01838766382147237,0.06469581986316929,0.07417582936906476,0.09211601534624575,0.05355670770461296,0.04825144824146868,0.512312099515809,2.095035027608911
0.18682235195996663,0.021498725323168457,0.06854479448515395,0.07422340936844062,0.09366693976623686,0.05443841958380895,0.050690059337074635,0.5976490376136154,2.2072737738534896
0.213511259382819,0.024623026038807,0.06981342899516069,0.07327645479946049,0.09521463500785028,0.056391689145441626,0.0524917321480466,0.6829636354210936,2.2244477576783166
0.24020016680567138,0.02776054858729258,0.0732168558965063,0.07803182659657198,0.09675904771411692,0.058949351205441085,0.05482270696857495,0.7682527040588822,2.3157617525619685
0.26688907422852376,0.030911273276929045,0.0761979306205411,0.0816972129439815,0.09830012464123347,0.06076818279473683,0.056361615121364825,0.8535130556836779,2.2927441696059656
0.29357798165137616,0.034075178107997234,0.07863472304319549,0.08407889932361962,0.09983781266039796,0.06075455327575268,0.05832270794931817,0.9387415036176066,2.2832672216273364
0.3202668890742285,0.037252238775635035,0.078087649490169,0.08399828466558415,0.10137205875964148,0.06222965653885292,0.05998555216132212,1.0239348624775473,2.480050318712383
0.34695579649708086,0.040442428673019344,0.08298120153863017,0.08986195061253466,0.10290281004565563,0.06394773136039317,0.0618024401893687,1.1090899483044052,2.570344262588023
0.37364470391993326,0.04364571889484959,0.08670161765597181,0.09408197400388287,0.10443001374561611,0.06710047292846136,0.06555652556397346,1.1942035786923217,2.6717935367074053
0.40033361134278567,0.04686207824113237,0.08954567971547175,0.09460513128259015,0.10595361720900208,0.06780277395930208,0.06641533161327423,1.2792725729178251,2.71470474760617
0.427022518765638,0.050091473221266884,0.09277354407074762,0.09847622538132392,0.1074735679094112,0.06947395859982881,0.06805789805491698,1.3642937520689098,2.7610127201654446
0.45371142618849036,0.053333868058430496,0.09691874239234027,0.09907403473272758,0.10898981344637065,0.07151482251430472,0.06951830156562615,1.4492639391740432,2.88347414552673
0.48040033361134277,0.056589224694264105,0.10153254743711679,0.10382229853485386,0.11050230154714344,0.07453405011248782,0.07410974109303585,1.5341799593310914,2.9201006040868007
0.5070892410341952,0.05985750279385663,0.10292444411440535,0.10902822432798778,0.11201098006853068,0.07472146389369229,0.07469874047740795,1.6190386398361603,3.049011072527189
0.5337781484570475,0.06313865975102816,0.10810943756158278,0.11197753299803939,0.11351579699866911,0.07463981642128359,0.0741295318288489,1.703836810312348,3.103671696452076
0.5604670558798999,0.06643265069391105,0.10994566412863573,0.1137343932229815,0.11501670045882433,0.07753002134693984,0.07607153870135402,1.7885713028384003,3.140544247497451
0.5871559633027523,0.06973942849082831,0.11181932109204999,0.11963802579082189,0.11651363870517922,0.07862792450370029,0.07617861005200205,1.8732389520772676,3.2535039148196905
0.6138448707256047,0.07305894375646879,0.11355552200585399,0.12063442084809178,0.11800656013061786,0.07787725655791211,0.07839729591449167,1.9578365954045511,3.360030805464183
0.640533778148457,0.07639114485835805,0.11639506855109963,0.1230123684348455,0.1194954132665047,0.08069256552568779,0.07947477159348572,2.0423610730368456,3.3333842293535794
0.6672226855713094,0.0797359779236247,0.12209219042496225,0.1281435985577982,0.12098014678445891,0.08213303164048544,0.0815044333701081,2.126809228159958,3.3660889736763
0.6939115929941617,0.08309338684606096,0.12557951186902236,0.13194560660388308,0.12246070949812399,0.0866603047936412,0.08197301103423418,2.21117790705701,3.496637449179657
0.7206005004170142,0.08646331329347669,0.12791612240556838,0.135371280117272,0.12393705036493238,0.08871630686063336,0.08273835770410755,2.2954639592364097,3.5914049864851414
0.7472894078398665,0.08984569671534641,0.13091543744574674,0.13823814987682784,0.12540911848786515,0.09077937924397897,0.08570252975177509,2.3796642375596937,3.5617345885556757
0.7739783152627189,0.0932404743507479,0.131978085352335,0.14378790778495706,0.1268768631172067,0.08958478644351701,0.08528461565761411,2.463775598369233,3.6768718609155453
0.8006672226855713,0.09664758123659191,0.13673066633370504,0.14920716684569724,0.12834023365229438,0.09021930898832739,0.08828758958233388,2.5477949016157893,3.8465890875546815
0.8273561301084237,0.1000669502161415,0.139664245013792,0.15282908683277452,0.12979917964326296,0.09230744553136552,0.09060684827791712,2.6317190109859316,3.8673229160493148
0.854045037531276,0.10349851194782062,0.14318177394602774,0.15697817967227562,0.13125365079278384,0.0940099223196264,0.09398058878662077,2.7155447940292987,4.010544271845698
0.8807339449541284,0.10694219491431055,0.1453213466554696,0.1613499542015301,0.13270359695779904,0.09732582433597636,0.09540079477178431,2.7992691222856965,4.191579513198006
